AC,RIO BRANCO,44.00
AC,CRUZEIRO DO SUL,167.00
AC,RIO BRANCO,123.00
AC,SENA MADUREIRA,134.00
AC,RIO BRANCO,22.00
AC,RIO BRANCO,44.00
AL,MACEIO,90.00
AL,UNIAO DOS PALMARES,90.00
AL,CANAPI,90.00
AL,MARECHAL DEODORO,134.00
AL,JEQUIA DA PRAIA,112.00
AM,SAO GABRIEL DA CACHOEIRA,22.00
AM,ANAMA,167.00
AM,NHAMUNDA,101.00
BA,PAULO AFONSO,90.00
BA,IBICOARA,112.00
BA,CAETITE,90.00
BA,FEIRA DE SANTANA,112.00
BA,SIMOES FILHO,134.00
BA,CAMAMU,167.00
BA,CAMACARI,112.00
BA,PRADO,134.00
BA,UAUA,90.00
BA,BARROCAS,101.00
BA,SEBASTIAO LARANJEIRAS,134.00
BA,CAETITE,112.00
BA,VALENCA,112.00
BA,RUY BARBOSA,44.00
BA,CAETITE,112.00
CE,JIJOCA DE JERICOACOARA,112.00
CE,ITAPAGE,55.00
CE,IRAUCUBA,134.00
CE,BOA VIAGEM,90.00
CE,TABULEIRO DO NORTE,90.00
CE,BREJO SANTO,112.00
DF,BRASILIA,44.00
DF,BRASILIA,44.00
ES,COLATINA,90.00
ES,BAIXO GUANDU,112.00
ES,COLATINA,68.00
ES,COLATINA,112.00
ES,SANTA MARIA DE JETIBA,112.00
ES,SAO GABRIEL DA PALHA,134.00
ES,ARACRUZ,134.00
ES,MUQUI,112.00
ES,SANTA TERESA,90.00
ES,FUNDAO,90.00
ES,IRUPI,68.00
ES,SERRA,44.00
ES,PINHEIROS,134.00
GO,RIO VERDE,66.00
GO,TRINDADE,44.00
GO,GOIANIA,66.00
GO,SENADOR CANEDO,66.00
GO,OURO VERDE DE GOIAS,90.00
GO,PIRACANJUBA,44.00
GO,SANTA BARBARA DE GOIAS,44.00
GO,PORANGATU,66.00
GO,APARECIDA DE GOIANIA,44.00
GO,ITAPACI,90.00
GO,PIRES DO RIO,112.00
GO,APARECIDA DE GOIANIA,44.00
GO,PORANGATU,90.00
GO,GOIANIA,44.00
GO,RIO VERDE,22.00
GO,AGUAS LINDAS DE GOIAS,112.00
GO,NOVA AURORA,44.00
GO,CALDAS NOVAS,22.00
GO,RIO VERDE,44.00
GO,CHAPADAO DO CEU,66.00
GO,HIDROLANDIA,90.00
GO,JARAGUA,90.00
GO,MORRINHOS,44.00
GO,AGUAS LINDAS DE GOIAS,123.00
GO,ANAPOLIS,44.00
GO,GOIANIA,44.00
GO,ITAPACI,90.00
GO,MORRO AGUDO DE GOIAS,90.00
GO,APARECIDA DE GOIANIA,66.00
GO,ANICUNS,112.00
GO,ANAPOLIS,77.00
GO,CALDAS NOVAS,112.00
GO,GOIANIA,44.00
GO,GOIATUBA,44.00
GO,RIO VERDE,112.00
GO,PIRACANJUBA,44.00
GO,NOVA VENEZA,90.00
GO,CACHOEIRA DOURADA,90.00
GO,ITAPACI,112.00
GO,APARECIDA DE GOIANIA,112.00
GO,SENADOR CANEDO,90.00
GO,ANAPOLIS,66.00
GO,ANAPOLIS,66.00
GO,ITUMBIARA,22.00
GO,CRIXAS,134.00
GO,JUSSARA,22.00
GO,CORUMBAIBA,134.00
GO,GOIATUBA,112.00
GO,ALVORADA DO NORTE,134.00
GO,MORRINHOS,90.00
GO,INACIOLANDIA,112.00
GO,APARECIDA DE GOIANIA,90.00
GO,VALPARAISO DE GOIAS,44.00
GO,ANAPOLIS,44.00
GO,FORMOSA,112.00
GO,ALEXANIA,44.00
GO,MATRINCHA,44.00
GO,RIO VERDE,44.00
GO,GOIANIA,112.00
GO,RUBIATABA,112.00
GO,ABADIA DE GOIAS,44.00
GO,ITABERAI,123.00
GO,MORRINHOS,90.00
GO,IPORA,134.00
MA,COROATA,68.00
MA,MIRANDA DO NORTE,134.00
MA,MIRANDA DO NORTE,167.00
MA,PARNARAMA,134.00
MA,SAO JOSE DE RIBAMAR,112.00
MA,ESPERANTINOPOLIS,90.00
MA,NOVA OLINDA DO MARANHAO,68.00
MA,SAO LUIS,44.00
MA,CHAPADINHA,112.00
MA,IMPERATRIZ,22.00
MA,ZE DOCA,134.00
MA,SAO JOSE DE RIBAMAR,90.00
MA,IMPERATRIZ,90.00
MA,CODO,112.00
MA,LAGOA GRANDE DO MARANHAO,134.00
MA,IMPERATRIZ,112.00
MA,JUNCO DO MARANHAO,33.00
MA,ACAILANDIA,66.00
MG,MEDINA,134.00
MG,CATUJI,112.00
MG,IPATINGA,90.00
MG,DIVINOPOLIS,66.00
MG,TRES PONTAS,90.00
MG,TRES PONTAS,90.00
MG,FREI INOCENCIO,22.00
MG,BAMBUI,134.00
MG,TIMOTEO,66.00
MG,DIVINOPOLIS,44.00
MG,CAMPO BELO,66.00
MG,MEDINA,22.00
MG,IBIRACATU,66.00
MG,CARMO DA CACHOEIRA,22.00
MG,TURMALINA,44.00
MG,RIBEIRAO DAS NEVES,90.00
MG,BARRA LONGA,134.00
MG,CONTAGEM,66.00
MG,VERDELANDIA,134.00
MG,ARCOS,55.00
MG,CATUJI,134.00
MG,COQUEIRAL,22.00
MG,MARTINHO CAMPOS,66.00
MG,ALMENARA,112.00
MG,CATUJI,66.00
MG,VIRGINOPOLIS,167.00
MS,DOURADOS,44.00
MS,CAMPO GRANDE,68.00
MS,PARANHOS,22.00
MS,PARANAIBA,44.00
MS,ANGELICA,134.00
MS,COXIM,112.00
MS,MARACAJU,90.00
MS,LAGUNA CARAPA,66.00
MS,ANGELICA,90.00
MS,CAMAPUA,44.00
MS,CAMPO GRANDE,112.00
MS,JUTI,90.00
MS,PARANAIBA,44.00
MS,CAMPO GRANDE,68.00
MS,PARANAIBA,134.00
MS,COXIM,90.00
MS,LADARIO,90.00
MS,IGUATEMI,90.00
MS,AQUIDAUANA,44.00
MS,COXIM,44.00
MS,CARACOL,112.00
MS,DOURADOS,22.00
MT,ALTA FLORESTA,22.00
MT,SAO PEDRO DA CIPA,90.00
MT,CUIABA,55.00
MT,MARCELANDIA,134.00
MT,RONDONOPOLIS,44.00
MT,CUIABA,66.00
MT,TANGARA DA SERRA,22.00
MT,SANTO ANTONIO DO LEVERGER,68.00
MT,CUIABA,66.00
MT,CUIABA,66.00
MT,CUIABA,44.00
MT,TANGARA DA SERRA,90.00
MT,VARZEA GRANDE,66.00
MT,CUIABA,44.00
MT,CACERES,44.00
MT,CUIABA,77.00
MT,ITIQUIRA,90.00
MT,CUIABA,44.00
MT,SANTA CARMEN,55.00
MT,LAMBARI D'OESTE,90.00
MT,RONDONOPOLIS,44.00
MT,MATUPA,22.00
MT,JUINA,44.00
MT,CASTANHEIRA,44.00
MT,RONDONOPOLIS,112.00
MT,MARCELANDIA,22.00
PA,BELEM,66.00
PA,BRAGANCA,22.00
PA,ANANINDEUA,112.00
PA,BRAGANCA,22.00
PA,SAO DOMINGOS DO ARAGUAIA,167.00
PA,MAE DO RIO,123.00
PA,BELEM,123.00
PA,BELEM,112.00
PA,BRAGANCA,112.00
PA,XINGUARA,112.00
PA,CASTANHAL,134.00
PA,BRAGANCA,112.00
PA,CASTANHAL,134.00
PA,BRAGANCA,22.00
PA,BELEM,112.00
PA,BARCARENA,134.00
PA,BELEM,167.00
PA,TRAIRAO,145.00
PA,BELEM,167.00
PA,BELEM,112.00
PA,CONCEICAO DO ARAGUAIA,112.00
PA,SANTAREM,66.00
PB,INGA,90.00
PB,EMAS,50.00
PB,JOAO PESSOA,112.00
PB,JOAO PESSOA,123.00
PB,JOAO PESSOA,90.00
PB,MATUREIA,134.00
PB,JOAO PESSOA,90.00
PB,PIANCO,22.00
PB,CONDE,68.00
PB,PIANCO,44.00
PB,CATOLE DO ROCHA,134.00
PB,JOAO PESSOA,112.00
PB,CATOLE DO ROCHA,145.00
PB,SAO BENTO,134.00
PB,JOAO PESSOA,145.00
PB,JOAO PESSOA,90.00
PB,JOAO PESSOA,112.00
PE,LAGOA GRANDE,145.00
PE,SANTA CRUZ DA BAIXA VERDE,112.00
PE,TUPANATINGA,90.00
PE,ESCADA,112.00
PE,AGUA PRETA,90.00
PE,CATENDE,112.00
PE,JAQUEIRA,22.00
PE,CARPINA,134.00
PE,SANTA CRUZ DO CAPIBARIBE,44.00
PE,CABROBO,112.00
PE,ESCADA,90.00
PE,SIRINHAEM,134.00
PE,SANTA MARIA DA BOA VISTA,112.00
PE,MORENO,90.00
PE,BARREIROS,167.00
PE,VERDEJANTE,134.00
PE,LAGOA DOS GATOS,112.00
PE,TRIUNFO,112.00
PE,PANELAS,50.00
PE,SERRA TALHADA,134.00
PE,CARUARU,112.00
PE,TUPANATINGA,134.00
PE,ALIANCA,134.00
PE,PETROLANDIA,22.00
PE,BELO JARDIM,123.00
PE,ESCADA,112.00
PE,PETROLINA,167.00
PE,MACAPARANA,68.00
PE,CATENDE,101.00
PE,SAO VICENTE FERRER,167.00
PE,RECIFE,134.00
PE,PANELAS,50.00
PE,MACAPARANA,134.00
PE,SAO LOURENCO DA MATA,66.00
PE,AGUA PRETA,90.00
PE,VITORIA DE SANTO ANTAO,90.00
